,Species,Variety,Country_of_Origin,Mill,ICO_number,Company,Region,Producer,Number_of_Bags,Bag_Weight,Harvest_Year,Grading_Date,Owner_1,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Quakers,Color,Category_One_Defects,Category_Two_Defects,Expiration,Certification_Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Altitude
69,Arabica,Bourbon,Guatemala,beneficio exportacafe agua santa,11-52-492,exportcafe,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,0.11,0.0,Green,0,1,"February 26th, 2014",Asociacion Nacional Del Café,ft,1706.88,1755.648,1731.264,5600-5760 metros
70,Arabica,Other_2,Ethiopia,,2015,assefa belay coffee producer,oromia,Assefa Belay Coffee Producer,320,60 kg,2015,"March 31st, 2015",Assefa Belay Coffee Producer,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,0.1,0.0,Green,0,18,"March 30th, 2016",METAD Agricultural Development plc,m,1800.0,2000.0,1900.0,1800-2000
71,Arabica,SL14,Uganda,great lakes coffee,0,great lakes coffee,kapchorwa,Chesiyo Farmer group,150,60 kg,2013,"June 26th, 2014",Great Lakes Coffee Uganda,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,0.0,Green,0,5,"June 26th, 2015",Uganda Coffee Development Authority,m,1950.0,1950.0,1950.0,1950
72,Arabica,Hawaiian Kona,United States (Hawaii),,220453,kona pacific farmers cooperative,kona,,8,100 lbs,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,0.0,,4,6,"April 6th, 2013",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
73,Arabica,Bourbon,Brazil,,002/1251/0072,nucoffee,south of minas,José Vagner Ribeiro Junqueira,5,60 kg,2011,"December 3rd, 2011",NUCOFFEE,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,0.0,Blue-Green,0,1,"December 2nd, 2012",NUCOFFEE,m,1250.0,1250.0,1250.0,1250m
74,Arabica,Other_2,El Salvador,beneficio las tres puertas,9-060-60D-L-1D,,apaneca,J. Hill y Cia SA de CV,2,"1 kg,lbs",2009 / 2010,"May 31st, 2010",Grounds for Health Admin,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,0.0,,0,0,"May 31st, 2011",Specialty Coffee Association,m,1400.0,1400.0,1400.0,1400 m
75,Arabica,Catimor,China,pu'er city longke coffee co.ltd,,yunnan coffee exchange,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60 kg,2015,"April 6th, 2016",Yunnan Coffee Exchange,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,0.0,Green,0,0,"April 6th, 2017",Yunnan Coffee Exchange,m,1700.0,1700.0,1700.0,1700
76,Arabica,Pacamara,Guatemala,el injerto s.a.,11999144,essence coffee,huehuetenango,Arturo Aguirre,36,30 kg,2014,"May 23rd, 2015",EssenceCoffee,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,0.0,Green,0,1,"May 22nd, 2016",Blossom Valley International,m,1770.0,1770.0,1770.0,1770
77,Arabica,Caturra,Costa Rica,cafe altura de san ramon,5-562-0006,the coffee source inc.,west valley,Cafe Altura de San Ramon,250,3 lbs,2014,"May 1st, 2014",The Coffee Source Inc.,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,0.0,Bluish-Green,0,0,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0,1300
78,Arabica,Caturra,Costa Rica,cafe altura de san ramon,5-562-0016,the coffee source inc.,san ramon,SEVERAL,250,3 lbs,2014,"May 1st, 2014",The Coffee Source Inc.,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,0.0,Bluish-Green,0,2,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1300.0,1300.0,1300 msnm
79,Arabica,SL34,Kenya,,37/672/0017,rashid moledina & co. (msa) ltd,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,0.0,Green,0,2,"April 19th, 2014",Kenya Coffee Traders Association,m,1600.0,1600.0,1600.0,above 1600 m
80,Arabica,SL34,Kenya,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,central kenya,Blend from various Producers,300,60 kg,2012,"March 12th, 2013",Ibero Kenya Limited,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,0.0,Green,0,6,"March 12th, 2014",Kenya Coffee Traders Association,m,1200.0,1200.0,1200.0,above 1200 m
81,Arabica,Other_2,Ethiopia,,010/0157,,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,0.0,,0,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1095.0,1200.0,1100.0,
82,Arabica,Typica,Ethiopia,,010/0001/0022,,yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,0.0,,0,3,"June 17th, 2011",Ethiopia Commodity Exchange,m,1095.0,1200.0,1100.0,
83,Arabica,Bourbon,Guatemala,beneficio ixchel,11/23/0177,"unex guatemala, s.a.",oriente,MARGARITA AVILA DE NUYENS,250,69 kg,2016,"April 27th, 2016",Juan Luis Alvarado Romero,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,2.0,Green,0,2,"April 27th, 2017",Asociacion Nacional Del Café,m,1095.0,1200.0,1100.0,
84,Arabica,Caturra,Colombia,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,santander,varios,275,70 kg,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0.0,Green,0,0,"April 7th, 2016",Almacafé,m,1550.0,1550.0,1550.0,1550 msnm
85,Arabica,Caturra,Colombia,trilladora boananza,3-79-0634,ecom cca sa,santander,,250,70 kg,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0.0,Green,0,2,"January 17th, 2015",Almacafé,m,1550.0,1550.0,1550.0,1550
86,Arabica,Sumatra Lintong,Indonesia,,,"nomura trading co., ltd.",lintong,,54,60 kg,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0.0,Green,0,3,"November 26th, 2013",Specialty Coffee Association,m,1250.0,1400.0,1325.0,1250-1400 meter
87,Arabica,Caturra,Guatemala,coop. hoja blanca - fedecocagua,11-30-0593,the coffee source inc.,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,2012,"January 18th, 2012",The Coffee Source Inc.,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0.0,,0,7,"January 17th, 2013",Specialty Coffee Association,m,1400.0,1400.0,1400.0,1400 msm
88,Arabica,Other,Ethiopia,at site and addis ababa,495,seid damtew coffee planation,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200 kg,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,1.0,Green,0,8,"August 9th, 2017",METAD Agricultural Development plc,m,1095.0,1200.0,1100.0,
89,Arabica,Caturra,Colombia,pasto,3-59-3115,carcafe ltda,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,2015,"August 18th, 2015",CARCAFE LTDA CI,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0.0,,0,0,"August 17th, 2016",Almacafé,m,2560.0,2560.0,2560.0,2.560 msnm
90,Arabica,Other_2,Ethiopia,aricha coop,,the specialty coffee appraisers institute of asia,aricha,BNT,100,60 kg,2014,"October 7th, 2014",Steven Kil,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,0.0,Green,2,7,"October 7th, 2015",Specialty Coffee Association,m,1700.0,1700.0,1700.0,1700
91,Arabica,Hawaiian Kona,United States (Hawaii),,KP 022014,kona pacific farmers cooperative,kona,,12,100 lbs,2014,"March 10th, 2014",Eileen Koyanagi,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,0.0,Bluish-Green,2,2,"March 10th, 2015",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
92,Arabica,Caturra,Colombia,,3-59-0951,carcafe ltda,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,2012,"March 16th, 2012",CARCAFE LTDA CI,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0.0,Green,0,8,"March 16th, 2013",Almacafé,m,2136.0,2136.0,2136.0,2136 msnm
93,Arabica,Other_2,United States (Hawaii),,,,kona,Kona Pacific Farmers Cooperative,13,100 lbs,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,0.0,,1,7,"December 27th, 2011",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
94,Arabica,Other_2,Ethiopia,,010/0058/Sidamo,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0.0,,0,5,"June 17th, 2011",Ethiopia Commodity Exchange,m,1095.0,1200.0,1100.0,
95,Arabica,Other_2,United States (Hawaii),kona pacific farmers cooperative,HDOA 210310,,kona,,27,0 lbs,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0.0,,0,0,"May 17th, 2011",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
96,Arabica,SL14,Uganda,kyagalanyi coffee ltd,,kyagalanyi coffee ltd,eastern uganda,Kyagalanyi Coffee Ltd,200,60 kg,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0.0,Green,0,1,"July 24th, 2018",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0,1800
97,Arabica,Caturra,Colombia,bachue,3-37-1829,racafe & cia s.c.a,huila,La Plata,135,70 kg,2016,"February 15th, 2017",Racafe & Cia S.C.A,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0.0,Green,0,3,"February 15th, 2018",Almacafé,m,1095.0,1200.0,1100.0,
98,Arabica,Catuai,Costa Rica,micro beneficio la cabaña-javier meza,,bold coast coffee,tarrazu,Manuel Montero,36,46 kg,2016,"January 30th, 2017",Troy Quimby,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1.0,Green,1,1,"January 30th, 2018",Specialty Coffee Association,m,1900.0,1900.0,1900.0,1900
99,Arabica,Typica,Mexico,"cafetal el equimite, rancho agroecológico",,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",veracruz,Varios productores minifundistas,1,30 kg,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0.0,Green,0,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,m,1300.0,1300.0,1300.0,1300
100,Arabica,Other_2,Kenya,ckcm,,c dorman ltd,,,170,60 kg,2015,"May 7th, 2016",SIMON MAHINDA,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,5.0,Green,0,7,"May 7th, 2017",Kenya Coffee Traders Association,m,1095.0,1200.0,1100.0,-1
101,Arabica,SL34,Kenya,,37/672/0016,rashid moledina & co. (msa) ltd,central kenya,,38,60 kg,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0.0,Green,0,5,"April 19th, 2014",Kenya Coffee Traders Association,m,1580.0,1580.0,1580.0,1580
102,Arabica,Mundo Novo,Brazil,,002/1251/0242,nucoffee,grama valley,Idalina M. De Andrade Ferreira,31,60 kg,2012,"February 29th, 2012",NUCOFFEE,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0.0,Green,0,3,"February 28th, 2013",NUCOFFEE,m,1100.0,1100.0,1100.0,1100m
103,Arabica,Pacamara,Mexico,,016-2484-04,,mexico,Finca Kassandra,1,1 kg,2010-2011,"April 6th, 2011",Young Kim,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0.0,,0,0,"April 5th, 2012",Specialty Coffee Association,m,1400.0,1400.0,1400.0,1400 masl
104,Arabica,Other_2,United States (Hawaii),,HDOA#210306,,kona,,15,100 lbs,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0.0,,0,1,"February 24th, 2012",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
105,Arabica,Other_2,Guatemala,concepcion,11-194-0014,,"chuva, san marcos",Federico Weller,275,69 kg,2009/2010,"September 7th, 2010",Carl Walker,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0.0,,0,1,"September 7th, 2011",Specialty Coffee Association,ft,1066.8,1584.96,1325.88,3500-5200 feet
106,Arabica,Caturra,Colombia,bachue,3-37-0277,racafe & cia s.c.a,huila,La Plata,243,70 kg,2016,"November 25th, 2016",Racafe & Cia S.C.A,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,6.0,,1,2,"November 25th, 2017",Almacafé,m,1095.0,1200.0,1100.0,
107,Arabica,Caturra,Colombia,,3-37-4824,racafe & cia s.c.a,huila,La Plata,252,70 kg,2015,"October 26th, 2015",Racafe & Cia S.C.A,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0.0,Green,0,1,"October 25th, 2016",Almacafé,m,1600.0,1950.0,1775.0,de 1600 a 1950 msnm
108,Arabica,Typica,Taiwan,baishengcun coffee 百勝村咖啡莊園,Taiwan,taiwan coffee laboratory,natou county,SU CHUEN SHIAN 蘇春賢,20,40 kg,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0.0,Green,0,0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0,800 m
109,Arabica,Other,"Tanzania, United Republic Of",taylor winch (t) ltd,C47,taylor winch (t) ltd,mbeya,Hasambo AMCOS,134,60 kg,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0.0,Green,0,2,"December 12th, 2015",Africa Fine Coffee Association,m,1620.0,1620.0,1620.0,1620m
110,Arabica,Caturra,Colombia,,3-37-0416,racafe & cia s.c.a,huila,LA PLATA,50,70 kg,2012,"December 11th, 2012",Racafe & Cia S.C.A,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0.0,Green,0,3,"December 11th, 2013",Almacafé,m,1600.0,1950.0,1775.0,de 1600 a 1950 msnm
111,Arabica,Typica,Mexico,pacho viejo,1104385872,,coatepec,ARTEMIO ZAPATA TEJEDA,25,1 kg,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0.0,,0,0,"July 11th, 2013",AMECAFE,m,1200.0,1200.0,1200.0,1200
112,Arabica,Bourbon,Brazil,,002/1251/0070,nucoffee,south of minas,Glaucio Carneiro Pinto,4,60 kg,2011,"December 23rd, 2011",NUCOFFEE,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0.0,Green,0,2,"December 22nd, 2012",NUCOFFEE,m,1200.0,1200.0,1200.0,1200m
113,Arabica,Catuai,Brazil,,002/1251/0066,nucoffee,south of minas,Ricardo Luiz Ferreira,10,60 kg,2011,"December 3rd, 2011",NUCOFFEE,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0.0,Green,0,2,"December 2nd, 2012",NUCOFFEE,m,1000.0,1000.0,1000.0,1000 m
114,Arabica,Other_2,Kenya,,37/00395/0335,,,,320,60 kg,2009-2010,"August 26th, 2010",Brian Speckman,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,0.0,,1,9,"August 26th, 2011",Specialty Coffee Association,m,1095.0,1200.0,1100.0,
115,Arabica,Typica,Taiwan,shi fang yuan 十方源,Taiwan,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,20 kg,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0.0,Green,0,0,"May 18th, 2017",Specialty Coffee Association,m,350.0,350.0,350.0,350
116,Arabica,SL14,Uganda,kawacom,0,kawacom uganda ltd,eastern,Sipi organic coffee project,1,60 kg,2013,"June 30th, 2014",Kawacom Uganda LTD,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0.0,Green,0,1,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0,1400-1900
117,Arabica,Hawaiian Kona,United States (Hawaii),,220457,kona pacific farmers cooperative,kona,,14,100 lbs,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,0.0,,3,15,"April 6th, 2013",Specialty Coffee Association,ft,1095.0,1200.0,1100.0,
118,Arabica,Other_2,Ethiopia,coffee processing and warehouse enterpri,010/0145,,sidamo,Sidama Coffee Farmers Coop. Union,300,6,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0.0,,0,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0,1500-2000 m
119,Arabica,Other_2,Ethiopia,coffee processing and warehouse enterpri,010/0145,,sidamo,Sidama Coffee Farmers Coop. Union,300,6,2009/2010,"June 17th, 2010",Philip Schluter,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0.0,,0,4,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0,1500-2000 m
120,Arabica,Caturra,Thailand,matsuzawa coffee,,matsuzawa coffee,thailand,Matsuzawa Coffee,50,50 kg,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0.0,Green,0,0,"June 27th, 2017",Specialty Coffee Institute of Asia,m,1095.0,1200.0,1100.0,
121,Arabica,SL34,Kenya,sagana,KE 9143,c dorman ltd,nyeri,KARATINA,150,60 kg,2014,"June 2nd, 2015",Lydiah Mwangi,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0.0,Green,0,0,"June 1st, 2016",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0,1800
122,Arabica,Catuai,Honduras,cadexsa,13-63-174,cadexsa,marcala,Omar Acosta,275,1 kg,2014,"April 25th, 2014",CADEXSA,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0.0,Green,0,4,"April 25th, 2015",Instituto Hondureño del Café,m,1450.0,1450.0,1450.0,1450 msnm
123,Arabica,Other_2,El Salvador,la majada cooperative,9-29-1986,,santa ana,Several producers,250,69 kg,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0.0,,0,3,"August 22nd, 2012",Specialty Coffee Association,m,1200.0,1200.0,1200.0,1200 mts
124,Arabica,Other_2,Nicaragua,beneficio atlantic sebaco,1-053-0222,,jinotega,Juan Alvaro Munguia,2,6,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0.0,,0,2,"May 31st, 2011",Specialty Coffee Association,m,800.0,1050.0,925.0,800-1050m
125,Arabica,Bourbon,El Salvador,j.j. borja nathan,09-392-69,cafetalera del pacifico,apaneca,J.J. Borja Nathan,150,69 kg,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0.0,Blue-Green,0,2,"June 26th, 2018",Salvadoran Coffee Council,m,1350.0,1350.0,1350.0,1350
126,Arabica,Java,Indonesia,wet hulling,,pt. shriya artha nusantara,"temanggung, indonesia",PT. Shriya Artha Nusantara,2,1 kg,2016,"November 24th, 2016",SanJava Coffee,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0.0,Green,0,7,"November 24th, 2017",Specialty Coffee Association of Indonesia,m,1200.0,1200.0,1200.0,1200
127,Arabica,Mundo Novo,Japan,ada farm,,matsuzawa coffee,ada okinawa japan,Taijiro TOKUDA,20,1 kg,,"November 2nd, 2016",松澤宏樹 Koju Matsuzawa,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0.0,Green,0,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,m,1095.0,1200.0,1100.0,170
128,Arabica,Catuai,Costa Rica,rio jorco,5-423-0128,panamerican coffee trading,tarrazu,Johanna,15,69 kg,2015,"October 4th, 2016",Rodrigo Soto,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0.0,Blue-Green,0,2,"October 4th, 2017",Specialty Coffee Association of Costa Rica,m,1150.0,1150.0,1150.0,1150
129,Arabica,Bourbon,Guatemala,san diego buena vista,11/08/0109,"waelti schoenfeld exportadores de cafe, s.a.",acatenango,JUAN BOCK,120,34 kg,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0.0,Green,0,1,"June 1st, 2017",Asociacion Nacional Del Café,m,1600.0,1600.0,1600.0,1600
130,Arabica,Caturra,Costa Rica,coopetarrazú,5-114-0171,coopetarrazú.r.l,tarrazu,Coopetarrazú,50,1 lbs,2014,"July 6th, 2015",Fabian Calderon Mora,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0.0,Green,0,0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,m,1750.0,1750.0,1750.0,1750
131,Arabica,Ethiopian Yirgacheffe,Ethiopia,moplaco,33,essence coffee,yirgacheffe,Moplaco,250,30 kg,2014,"May 23rd, 2015",EssenceCoffee,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0.0,,0,3,"May 22nd, 2016",Blossom Valley International,m,1900.0,1900.0,1900.0,1900m
132,Arabica,Other,Costa Rica,beneficio las brisas,58180422,essence coffee,costa rica,Maria Elena Castro,20,69 kg,2014,"May 23rd, 2015",EssenceCoffee,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0.0,Green,0,1,"May 22nd, 2016",Blossom Valley International,m,1750.0,1750.0,1750.0,1750m
133,Arabica,Catuai,Costa Rica,coricafe sa,5-0048-0052,coricafe s.a.,west valley,CORICAFE BLEND,275,1 kg,2014,"March 5th, 2014",Eric Thormaehlen,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0.0,Green,0,4,"March 5th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1200.0,1200.0,1200
134,Arabica,Other_2,Costa Rica,,5-1106-0011,thrive farmers,,,1,2 kg,2012,"January 3rd, 2014",Rob Tuttle,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,0.0,Green,1,10,"January 3rd, 2015",Specialty Coffee Association,m,1095.0,1200.0,1100.0,
135,Arabica,Typica,Taiwan,dragon coffee 龍咖,,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Gu yong long 古永龍,10,30 kg,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0.0,Green,0,0,"December 26th, 2014",Blossom Valley International,m,1000.0,1000.0,1000.0,1000 m
136,Arabica,Caturra,Colombia,trilladora agricola,3-79-0543,ecom cca sa,santander,,250,70 kg,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0.0,Green,0,0,"December 20th, 2014",Almacafé,m,1550.0,1550.0,1550.0,1550
